"","cytokine","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32"
"38","TNFB",0.207127841118357,-0.0323363669174343,0.0263068775754695,-0.0897145895993407,0.0604859360964689,0.0741489931372405,-0.0756803926267787,0.0257151221455999,-0.0134195461339837,0.0529175579430072,0.0237964349423527,0.0211560147511589,0.0290159331135523,0.0154116115594093,0.0293078091483037,-0.0662676940857702,0.0035979083846708,-0.133741522982064,0.0566970362564526,-0.0804942451933639,0.126604872933979,-0.0682994269668744,-0.0127632189279458,-0.0542675586354966,0.0208694625604685,-0.00629620888954599,0.173232732187553,-0.10694417652768,-0.129798558061156,-0.0954134215580174,-0.0272764909331419,0.0111216697669636
"39","VEGF-A",0.123083003849089,0.0858105081048649,0.00249667451601062,0.180466029519373,0.0742407911263337,-0.231321683566014,0.229372705247671,0.0613012749855242,-0.0499988039541075,0.0836247386215673,-0.0196432746443105,0.0141408012894155,0.154096752875561,-0.127752613571631,0.138512209541191,-0.0106098649057058,-0.125258186999472,-0.189742479791904,-0.116706420944014,0.0309089426104057,0.105272590090257,0.109013020919106,0.040238055249075,0.00927030022855225,0.095662469591828,-0.0112351607217179,-0.105220347540097,0.0540004016595441,-0.0602806218944001,-0.00631017837205564,0.0545510286866556,0.105196526069028
"40","IL-18",0.136588953710221,-0.15741805980684,-0.174847600720171,-0.0680868203371413,0.025158851562117,-0.0251995759495105,-0.0415108556116038,-0.0367590049341082,0.108171923733677,0.0920117799046644,-0.139873420400758,0.143045984046924,0.00174108263324291,0.116544685295517,-0.171945812305136,-0.00599399685215855,0.225913467427426,-0.121041725847585,0.178198329296189,-0.130367312132475,0.26017903416836,0.305788211382598,0.136964183479044,0.225712025083424,-0.0980637290580143,0.0204168830899485,-0.504746582075732,0.0553513691327223,-0.0499902741013257,-0.0639382380931261,-0.0632957447956192,0.0379035626009937
"41","Eotaxin-2",-0.0184398122239213,0.0324738194027408,-0.130866620594253,0.144539526662685,0.0649078046764713,0.220740734673558,0.0733131523818368,-0.126619499302964,-0.524754940455093,0.00878001782097149,-0.0755143472902933,-0.0883068709050587,0.109482219577961,-0.0536593259660569,0.0252502651325359,-0.0502293456418889,-0.0795530761267485,0.170262151098501,0.28459661739272,0.15600432558242,0.047489501281367,-0.0174418237485142,-0.20227628092626,0.297598442494124,-0.111084238629311,0.11684394006451,-0.0457267254198459,-0.0833633831240876,-0.138072086532852,-0.156162283787272,-0.0246215319019842,-0.0301638071779281
"42","MCP-2",0.0814098626889163,0.128525073502679,-0.121705918954166,0.259175613265781,0.00484197043899461,-0.0118852454830569,-0.101212114618209,0.104581896176243,0.0538309995771043,0.113083434078048,-0.151260051217473,0.108147866449113,-0.0883562641713317,-0.128727561620698,0.101802339674819,0.11116149038721,-0.18200453328248,0.0973994266071032,0.199282632963308,-0.0526543797558148,-0.0642733129702189,0.312823309384364,-0.356463778272202,-0.116043204556029,0.060015034065512,-0.0971456382213684,-0.122126729511087,-0.0941927356825023,0.261238569226318,-0.0374888395038212,-0.314405747782244,-0.109267440259074
"43","BCA-1",-0.00517964133706708,-0.0366714809240825,0.0219020998010359,0.0523714025230575,-0.0166869945825948,-0.327026608305773,-0.393791642795817,-0.126829729601857,-0.234125109452709,-0.0152013237726974,0.183319861449257,0.0626606342673099,0.118530646917589,-0.0190474234100061,0.0375634691339805,0.10160682883683,-0.0476760488138777,-0.0584441572006581,0.0924992148714819,0.128565898859322,-0.052969550007447,-0.0770751064066303,0.165137933579794,-0.0766174056430066,0.0358728738747162,-0.00961900204870096,-0.148219560869202,-0.069272578614147,0.252973232682917,-0.078911170065014,0.0562967482772204,0.0324980060832286
"44","MCP-4",0.148669128599056,0.0453475230698143,-0.192758704311072,0.0725652486904854,-0.00716104050198709,-0.0679358689930343,0.158901662896095,0.00980715261711185,-0.236642205879307,-0.0671666469618381,0.0640653004187893,-0.108689996060072,0.0505074988038001,0.0597165531393445,-0.0132470008664888,-0.100386129678973,-0.00414324540110571,-0.140137086157964,0.194390011735063,0.109431499978487,-0.0934843671165298,0.0659821966143518,0.251130801900996,-0.177383630561041,-0.0982176912875759,-0.51056723070603,-0.0296120618902975,-0.183883189684386,-0.143718756312546,0.130700010103819,-0.105745272181692,-0.0582613393471325
"45","I-309",0.121931812824305,-0.178794803336555,-0.23636750875013,-0.0635089096161749,0.0501821474006338,-0.0278837485172197,-0.00988667339557842,0.045366118317489,-0.0981364565449154,0.012849987098131,-0.0345087894926183,-0.0391760223029034,0.0034545122156802,-0.0722099165645939,-0.153232643686732,-0.0049885959658362,0.0617662556248848,0.0555836744286482,0.0108329547781351,0.00931428998854756,0.0349292102222175,-0.0246707759748168,0.00768687784376489,0.081783676757017,0.121068651927501,0.182759856637695,0.155692870945623,-0.0956724923795823,0.0571538864975411,0.285899513643815,0.230359448408582,0.0766577843915789
"46","IL-16",0.19122435917361,0.107362067928765,-0.0076083961544185,-0.0673850971329128,-0.0306241385568885,0.0267728153482398,-0.0378603263726343,0.0397460050523046,-0.0180411200120464,0.0437713351618922,-0.0611417339695838,-0.0259925282473559,-0.288303006276758,0.17620628731004,0.201047945702337,0.0978610597201251,-0.0835522882539042,-0.086595637309614,0.0334614465725134,0.152430981957367,0.0712720052024922,0.00761616476803679,-0.161793137202666,0.014423683294249,0.0852764932441214,0.0553678881688833,0.0358483443972323,0.053571262675791,-0.0712228827116704,0.0911438025765992,-0.0214774005081313,-0.0533453506914746
"47","TARC",-0.048192188458568,-0.0394348147791038,-0.143618266251523,0.184506705488297,0.106090070336328,0.200063356615195,-0.112437460325694,0.334151345581274,-0.127402535787016,-0.0671464052473998,0.0944047179518185,-0.206878711775652,0.186707280590267,-0.0938381240577542,-0.0137498669279179,-0.0572188001906894,0.135956693507835,0.136284054082093,0.105192195091654,0.114515718488696,0.0767617161634858,-0.036557655368801,-0.0213340363333104,-0.144175921308719,-0.0212722668305822,0.144456035011097,-0.033149931913409,0.342540509396118,-0.0282850353743761,-0.208654449923085,0.170247467459909,0.0206751494587368
"48","X6CKine",0.0840644158332834,0.0946264618375802,-0.112820979662388,0.0389116716660306,-0.0697368375098014,0.231336914574387,-0.0698401071468308,0.154452491157014,-0.282925432671047,-0.172317924136001,-0.156141316753434,0.105731306709644,-0.259014197913069,-0.138157576714033,-0.41920467413995,0.176548388459349,-0.0971772108758331,-0.143925276917381,-0.328076137237783,-0.0857298135841059,0.013649419078181,-0.0698135152777811,0.14987229406926,0.0976060816230919,0.22517774358181,-0.262178050312619,-0.0675478480066362,0.0802084628248741,0.0676755728919132,-0.156653913078472,0.0884360316910263,0.00035194771370557
"49","Eotaxin-3",0.0934266965864124,0.243139528502723,-0.0367351677377961,-0.0121809848648395,-0.188860538450834,-0.0758414098498095,0.0691411762842354,0.166143779861817,-0.0380069298278519,0.0394241764515608,0.168805733869911,0.14026553470539,0.193190451759647,-0.0434390451718209,-0.0320928842592326,0.0933331417718293,0.0687044212686075,-0.013463403318201,-0.0496583316119563,-0.197510654668355,0.0321973643655387,-0.118109493598454,-0.0466544694168313,0.0622888547204248,-0.0682667588127142,0.0916170189332099,-0.0561133215949047,-0.00885678145213189,-0.140119776144277,0.0926192820024394,0.0534947744308275,-0.736923580966331
"50","LIF",0.133783506107741,0.211514675224196,-0.102315083169542,0.0101906748587871,-0.189269332075644,-0.00608931874472576,-0.0238365921881823,0.00137514867297466,0.0898688732645185,-0.0192639816861482,0.10108196901993,-0.0067488160375812,0.175278317699465,-0.0041921544395846,-0.0622534052651673,0.0233600843288565,0.0626568347893145,0.0241213697107332,0.0255816077010253,-0.131812337482435,-0.00318327065701464,-0.0516661123418153,-0.0265584289860469,0.0244041031248647,-0.0975742035054333,-0.00958515634601139,-0.000423779734972676,-0.111784200752628,-0.0313296355608068,-0.0305700255398225,0.0146873447729095,0.196115843781554
"51","TPO",0.162333505124531,0.0449199486224883,0.169607925387188,-0.0420802905406525,0.11778959574397,0.151777484586178,-0.0385915374874103,0.0633361717079018,-0.215265232951448,0.0212298208667297,0.0221437796046139,0.00893372598161074,-0.00373551075809413,-0.1410694598686,0.0172391559145834,-0.0345474176889448,-0.0210124981820273,0.168814862402068,-0.0698169190307039,-0.00602988586172849,0.0782138963559583,0.055808761700395,-0.048317463876338,0.0873976769446117,0.104936150370519,0.0308070168448151,0.0213571996536269,0.0863657711478961,-0.0658801469110786,0.391975858656811,-0.097246760101923,0.0694620537507228
"52","SCF",0.0625630042537121,0.180620956948027,0.026555164301482,0.0484668469474439,-0.0399658104607422,-0.270423694626918,0.296420595352398,0.155455317163489,-0.183969961930689,-0.0226200669285957,-0.167933321413052,0.0545020372512853,0.0190497694414212,0.00791257457841004,0.00185385589891158,-0.0190689996025257,0.0361256652055222,-0.113022737340526,0.10604271015535,-0.121249958478518,0.105001047616748,0.0770669297107911,-0.00810234367493035,-0.152187283067966,-0.141538539975218,-0.02913219702344,0.346253500211703,0.273320989007747,0.0717371048601291,-0.156708468170598,0.0805174812491602,0.0452079012290246
"53","TSLP",0.140695605860766,0.226076614666652,-0.00126066846515426,-0.0037033664318342,-0.148766009622376,0.0891259204886316,-0.0958803466577542,-0.0121423970331218,0.0977684406465567,-0.0147049426841379,0.111646374833173,-0.0289304799225767,0.134648742228404,-0.00790305715209102,-0.0790049035112582,-0.0218300753224472,0.0155365890103868,0.14182027251406,-0.0368310573156387,-0.0038476822984739,0.0480831012267483,0.0360126858108927,0.0708447642506816,-0.0162490907846439,-0.0661956629403592,0.00626064061562279,-0.011778195356524,-0.0159049789510123,0.0946521022028954,-0.00242004282042157,0.012338756265355,0.145515743918596
"54","IL-33",0.150757256970909,0.0489495583727372,0.217657992032907,-0.0630805682793012,0.110225123699885,0.129143360862637,-0.0679410187923624,0.0822167897426592,-0.0500498938990983,0.0469732415800858,0.0616409853314109,0.0711941694650401,0.0107248276677272,-0.0577075356922248,-0.043775894349286,-0.0368337355998598,0.0496772662256594,0.201245258547904,-0.0980432674870666,0.132533110440395,0.00190038966012723,0.107186713142451,0.149458519234015,-0.137213113229868,-0.0804771190877354,-0.03835103334743,-0.0453872339078251,0.0123919806140965,0.133024847493425,0.034025770117128,-0.139186916348355,-0.0393067616533068
"55","IL-20",0.183065355025919,0.147020858467762,-0.0281525724868829,0.000426752405180739,-0.0830702924282019,0.039525921822152,-0.0463074352524883,-0.080799156431174,0.080411787323859,-0.0830739764223026,0.117916153755215,-0.0217827718250367,0.0176954141616998,0.048676665338406,-0.180637297882891,0.0608591457813473,0.00791974273776875,0.126208662314414,-0.0888926997368591,0.0948411701454303,-0.00884971453506391,0.339649618648419,-0.179244910240626,-0.0334006865496107,-0.0166204752491457,-0.114127345279264,0.233577329458283,-0.245459363493028,-0.00270269118911754,0.030258766691765,0.27273033295104,0.102497186313912
"56","IL-21",0.101349401984497,0.243826220742637,-0.0178502942434867,0.0821655775735249,-0.122322431654052,-0.147779437937682,0.147639341137679,-0.0222814106865146,-0.00565944091960238,-0.0703725332406675,-0.0977937641663558,-0.123618196653914,0.0709172284058981,-0.0625246911471947,0.0103850704926415,-0.199170532442163,-0.0227918601375743,0.03738676441282,0.147862609323088,-0.0149426984707522,0.163012900032533,-0.0188429970248119,0.249551064439384,-0.040216800147212,0.283340336420311,0.178384552734302,-0.016203995491141,0.115262606326904,0.152549913851173,0.192701184426285,-0.184729156015878,0.173599798695014
"57","IL-23",0.151128312804553,0.0556309919008788,0.219142211848713,-0.050792288122202,0.120719309211829,0.110434348975832,-0.0434180454904771,0.0839026615199495,-0.0789551611939929,0.0379061999048905,0.00472323931065197,0.143844233803964,0.00479242135721358,-0.0217626528674625,0.014704413743386,-0.0587901998865675,0.0327778837241713,0.109596485454012,-0.114487451559843,0.166033730215908,0.00324223709522639,0.0190568083384679,0.143971211983445,-0.163430324196235,-0.157301365591019,0.0438175753020129,-0.136312788778357,0.0724466227502101,0.165617332891173,-0.00989247655358012,-0.0445965607196182,-0.0799550031447146
"58","TRAIL",-0.0930036953488167,0.0337355241975953,-0.125464256767308,0.112634104667128,-0.0689717358702999,0.17490704369435,-0.196336509270316,-0.145742649409069,-0.131962287754727,0.162024680122549,-0.318195540262909,0.11307426625285,-0.0620180961063982,-0.190855633731294,0.320496273476658,0.198901527128751,0.200629122657577,0.0473182182314399,0.0291611843126804,-0.403939927750184,-0.0393440503018967,0.0250058473186289,0.176637819407588,-0.159009073839437,-0.191762999727778,-0.0501374867401465,0.146834291569228,-0.00844028983498477,0.0842010393449037,0.149797636627357,0.223528425084254,0.089356979379438
"59","CTACK",-0.0988951506827897,-0.0438992094562742,-0.165693741472372,0.05165441634776,-0.100516574320263,0.196120346427744,-0.00323775342650858,-0.0216201851061604,-0.125560204501152,0.156316970599155,0.299221369848502,0.113709229318877,-0.110837622378593,0.106097764405239,0.240272054760832,-0.529551925881149,-0.0109996362735538,-0.0646700392513169,-0.241633706921445,-0.205128818778664,-0.0556397356194861,0.296582433490038,0.00874640568569996,-0.110808510577045,0.0491621701981993,0.0668963410630559,-0.0112290153370585,0.0817083447194734,0.0224732360956133,0.0222640788614398,0.014995863105153,-0.0424467910486459
"60","SDF-1a-B",-0.0242933103013585,-0.0433423904673186,-0.20214600077717,0.108181589372311,0.00849423249746071,0.218488121051753,0.0508644408726369,-0.00869085884015426,0.120982928925961,-0.0416396734410278,-0.331892828367759,0.367594333844878,0.364152102802361,0.255299491120355,0.0152519985037008,0.0361088798496466,-0.192090939134425,0.127152850279879,0.0132423299929469,0.172481770433382,-0.203311241066738,-0.0988614065012485,0.204675157592985,-0.171657783313444,0.128115122531089,0.0708636685450803,-0.0188750903786667,-0.0475867635169906,-0.207112683166906,0.155291357762484,-0.000421175105043313,-0.0325336557292307
"61","ENA-78",-0.0245221447223024,0.0223607028955254,-0.0420987861119494,0.135341321707648,0.0381612876089467,0.0222143974706624,-0.195711193615131,0.511372208554817,0.091904176818836,-0.217284569519981,-0.0374539342754753,-0.102479293554767,0.0106587841036729,0.0122131156396807,0.219014572157523,-0.106791977464607,0.332568443491193,-0.208993604045097,0.0348039100423367,0.00730270740725775,-0.339764992176543,-0.0697324571636072,0.0186665125225125,0.14835304054677,0.149987487977162,0.00567221412195292,-0.0191796188217253,-0.192073993731308,0.0902555478017947,-0.0179886352219772,-0.0836623278680637,0.0321929209528637
"62","MIP-1d",-0.0444538190115313,-0.0306089023421079,-0.110326141719326,-0.0687750328128993,0.0700925385417166,-0.00477685122103497,-0.1690473965125,0.116013872121504,0.192118926213057,-0.613434571113374,0.0710696117179813,0.259634787613225,-0.0184744056557012,-0.322620644585369,0.129994703681761,-0.0410215394288046,-0.235320905423444,-0.0161769979356977,0.0986866539741161,-0.00903115656013188,0.233722098065663,0.154549887732543,-0.00289531962094129,0.0586613990453809,-0.193683512006173,-0.00653115686013972,0.108038648872311,0.0622811387543406,-0.140553829798678,0.0503636469190256,-0.0490643040765823,0.0167154803837755
"63","IL-28A",0.189766673110952,0.137860727983045,-0.0107818934580213,-0.042782826418171,-0.0514487561829459,0.066280211483234,-0.07228342595315,0.0205782561144497,0.0189195156456707,0.063069053443817,-0.0661893269439222,0.0194555037692637,-0.202427942418726,0.127830991771514,0.117867818006394,0.0967620673195538,0.030060113584511,-0.029943752437239,0.0809427473130095,0.178953790930049,-0.085899521971684,0.0105463996472207,-0.0635455052397099,-0.0620598470107951,-0.0956108954375374,-0.025431381134224,-0.00180515601417771,0.0152131396515449,-0.0675489815923392,-0.0828222521759595,-0.0948478463713046,0.0621744371252091
